"","x"
"2368",3698.18082177511
"2369",2071.58860709652
"2370",4100.07261730195
"2371",7447.47374623723
"2372",4419.27144469967
"2373",4464.78851382941
"2374",4290.71489165095
"2375",7643.75851237855
"2376",4673.34969050146
"2377",8864.98242020851
"2378",3849.25569611404
"2379",7096.15746324213
"2380",3422.67985662288
"2381",5386.0119142303
"2382",7128.4410447171
"2383",5436.08688940963
"2384",3914.64483341598
"2385",7634.39773779962
"2386",3502.11425450031
"2387",3586.26868568
"2388",8450.65028992743
"2389",2520.73895757296
"2390",9822.29964608187
"2391",3192.2915321883
"2392",9995.4505569305
"2393",7215.64797710004
"2394",5057.11241184076
"2395",3959.87182450056
"2396",5632.25594336342
"2397",2639.87294715096
"2398",5626.20497352188
"2399",4074.41719709965
"2400",3852.56916118052
"2401",7086.28389218502
"2402",5628.46273723978
"2403",1985.5432926176
"2404",5339.02490693831
"2405",3604.8963454272
"2406",7780.32547167118
"2407",5349.94744727068
"2408",2241.11299601156
"2409",5256.81151568313
"2410",4333.23592381697
"2411",6669.8127017144
"2412",2056.2068434949
"2413",11683.8758252471
"2414",3354.70584239264
"2415",4435.73151798366
"2416",4490.76732514321
"2417",3357.48688297626
"2418",2701.24192181189
"2419",8722.70031706471
"2420",1736.81269344524
"2421",3732.59395544988
"2422",2734.89580285054
"2423",4267.45253374946
"2424",4773.61142762657
"2425",8146.70876384311
"2426",5026.44100522262
"2427",6471.8671656418
"2428",8767.67601951427
"2429",8116.14913672989
"2430",9890.86431641679
"2431",4016.52853917354
"2432",3388.00002906763
"2433",5969.48129182542
"2434",2745.65553831984
"2435",5169.1459341438
"2436",6650.20875651093
"2437",2618.06699093181
"2438",3234.19907006971
"2439",5980.65281582909
"2440",7151.0295869059
"2441",4887.50229064998
"2442",11684.3154104179
"2443",7686.38251251355
"2444",5059.30256763758
"2445",6673.09122036741
"2446",3589.71524062933
"2447",6573.16851875657
"2448",3650.44698435307
"2449",8265.66253702028
"2450",3752.33804160898
"2451",2798.95972812542
"2452",7412.72401885589
"2453",2750.03417163517
"2454",4366.02139522333
"2455",4971.55148376169
"2456",2812.22595554579
"2457",2705.38517024444
"2458",2634.81046594132
"2459",6470.71325732302
"2460",6930.36896810145
"2461",3548.01486959046
"2462",6997.06274776708
"2463",7511.14911380602
"2464",8474.56423745252
"2465",2987.15542540327
"2466",3164.21035511332
"2467",3780.75073065248
"2468",3403.21509969258
"2469",9575.69878368173
"2470",5937.64313307242
"2471",1958.64556071028
"2472",4550.80578972178
"2473",2088.80945964466
"2474",5299.11095309525
"2475",6657.93878687546
"2476",4406.76260850282
"2477",4080.95581767306
"2478",5936.48029503546
"2479",7746.83405379968
"2480",6736.13469146256
"2481",6517.64020738925
"2482",3704.62819472561
"2483",2894.61664659256
"2484",3834.34358845412
"2485",4454.94060859131
"2486",2218.38023897749
"2487",8533.70801059069
"2488",9456.6960539124
"2489",3132.63721052557
"2490",5394.11362999538
"2491",6348.76857437607
"2492",3558.82826703339
"2493",4863.5304800407
"2494",5024.93661308382
"2495",3606.07453709212
"2496",2614.93617986457
"2497",4834.32761299564
"2498",7625.41082993674
"2499",3182.91420895758
"2500",4134.46570539067
"2501",4071.9253877271
"2502",3822.23624160152
"2503",9337.44528831128
"2504",2948.58455104963
"2505",3450.14080201474
"2506",1744.23554146633
"2507",6394.08737200469
"2508",5211.9729831611
"2509",5175.01551893499
"2510",6734.74877216632
"2511",4456.91371668357
"2512",5422.44543694449
"2513",4279.19104707759
"2514",7784.44131685729
"2515",5445.04457492335
"2516",3653.5857645236
"2517",8168.79225454002
"2518",5696.46322045103
"2519",3490.2109970359
"2520",3345.47930917848
"2521",4638.14385817311
"2522",4536.98047602072
"2523",4435.02740629081
"2524",4985.42148437549
"2525",2959.88990828895
"2526",5444.72740701039
"2527",5506.97910765308
"2528",4830.89357631397
"2529",7404.64028391859
"2530",3485.61648443679
"2531",4370.04882868298
"2532",7040.5352345946
"2533",2513.00353970414
"2534",4622.25852775166
"2535",3210.21087144216
"2536",7699.66312110756
"2537",7689.80506933294
"2538",5074.7775198904
"2539",7611.48383686459
"2540",3701.58699133497
"2541",7113.01572595572
"2542",6237.77677797119
"2543",5731.67787147476
"2544",2851.08968949993
"2545",6188.34765941254
"2546",5106.38146948634
"2547",7108.53891669086
"2548",5302.02514533763
"2549",2501.41535210499
"2550",7745.30161977612
"2551",3729.57930356276
"2552",5535.58318358834
"2553",6212.14541904425
"2554",9728.11264136859
"2555",3564.43576108472
"2556",7415.5067787483
"2557",2370.65988872689
"2558",4998.46585947886
"2559",5254.85623225314
"2560",3982.88448407868
"2561",4194.37972968473
"2562",2989.42401359865
"2563",8280.93976288883
"2564",6383.07406775979
"2565",2226.67603417108
"2566",4673.86066312331
"2567",3105.52540570893
"2568",4365.82109780284
"2569",7391.58270502253
"2570",4242.32677161455
"2571",2684.3131293995
"2572",7652.80459696689
"2573",3194.48343724164
"2574",4026.29174829711
"2575",3706.85484002851
"2576",8034.391329145
"2577",12908.2941740371
"2578",8484.0269301068
"2579",3298.2184264423
"2580",1772.9916508696
"2581",5625.05215429195
"2582",4751.63747977494
"2583",4084.15523374861
"2584",11176.2333463858
"2585",7125.03499703028
"2586",13080.4178433239
"2587",3926.12845012441
"2588",4197.36884256004
"2589",9378.01081707794
"2590",4545.82810604997
"2591",3161.38247637247
"2592",5099.65880117205
"2593",1233.21065541374
"2594",3534.9137638
"2595",7398.38238354737
"2596",7371.33879694674
"2597",3379.34232520818
"2598",5194.82256926777
"2599",5910.4563444829
"2600",4200.95127444802
"2601",4896.93121188716
"2602",3677.523793259
"2603",4442.53829405585
"2604",8612.85871894343
"2605",6078.06886820908
"2606",4148.50735018973
"2607",6291.01552784693
"2608",2363.42650499986
"2609",3786.18785186735
"2610",2651.66982052155
"2611",6888.10787211428
"2612",4222.52294825041
"2613",11643.9007485913
"2614",2220.5527077174
"2615",3068.72401206562
"2616",3082.11767009809
"2617",3049.87206740951
"2618",3589.33057564846
"2619",6116.12416751089
"2620",10770.0076137126
"2621",7002.787859053
"2622",7876.88392403559
"2623",7282.00564884965
"2624",6231.6469002582
"2625",6119.35930240917
"2626",5914.17864598369
"2627",4151.81890869985
"2628",8713.62177623354
"2629",6426.1002352059
"2630",5970.79324102914
"2631",1807.29913763906
"2632",3056.57913595653
"2633",4492.22221572127
"2634",4558.1667312202
"2635",5505.07248324732
"2636",5565.76804665028
"2637",8684.414543744
"2638",2948.62665566051
"2639",5054.39340607653
"2640",6081.66133859096
"2641",4423.08541742043
"2642",4077.96672598022
"2643",6669.14902786684
"2644",6144.86089054256
"2645",8023.97398061684
"2646",4580.61893955135
"2647",4898.83277168276
"2648",1404.7339856092
"2649",2397.76617078861
"2650",5971.17854481761
"2651",8301.19910136162
"2652",5430.88173598901
"2653",4958.34249367705
"2654",3359.0927793546
"2655",13339.0021973639
"2656",1745.75967336504
"2657",4051.90552964393
"2658",1793.54128131317
"2659",6623.67381999362
"2660",3399.02190105082
"2661",6743.09811532416
"2662",5885.46866521676
"2663",4593.47873668052
"2664",5190.21977056126
"2665",7551.83297535242
"2666",3683.28980326524
"2667",3188.75171165291
"2668",13028.160651647
"2669",8606.45542837708
"2670",2713.46607742179
"2671",4334.52901287167
"2672",5179.17604363605
"2673",4901.07864077738
"2674",7492.09312158753
"2675",12212.8640375191
"2676",4702.67189289292
"2677",3602.02222015656
"2678",4090.25032156717
"2679",4319.83016136818
"2680",9078.07466322742
"2681",2086.3095780501
"2682",5366.13431199559
"2683",6673.66803445917
"2684",7906.67033496848
"2685",3519.37006473588
"2686",1893.73020867462
"2687",7569.61461515952
"2688",3287.69732513645
"2689",4435.61354880716
"2690",4544.42631570704
"2691",6237.56885426491
"2692",8065.18468603893
"2693",4946.89226159203
"2694",2428.53138754983
"2695",3743.96025841834
"2696",7750.50924673775
"2697",7070.56915007689
"2698",7743.85224595328
"2699",9367.87064758432
"2700",2400.79724355246
"2701",2570.15045663744
"2702",5966.29686061462
"2703",7597.52341397194
"2704",5922.6134287279
"2705",8984.76965288125
"2706",3464.04141805315
"2707",5190.40067895158
"2708",3295.73086221336
"2709",5807.63901781867
"2710",5349.13867138361
"2711",3431.09522611683
"2712",7210.00995803194
"2713",3717.36296557466
"2714",4957.36105035257
"2715",4513.43652093492
"2716",6153.69015160803
"2717",3695.16454714013
"2718",6175.81561926607
"2719",8184.81427101552
"2720",2086.11588804115
"2721",4482.14654045965
"2722",3158.37808876333
"2723",4243.16271406994
"2724",2619.09123690438
"2725",5738.90578736388
"2726",2422.69999744737
"2727",3602.50958597165
"2728",4067.58666888083
"2729",6436.83634609723
"2730",2706.60599471093
"2731",2926.70845452423
"2732",2567.28421469202
"2733",2097.5357355827
"2734",4746.58013164724
"2735",5075.43189410603
"2736",5309.46264137438
"2737",4853.01163539314
"2738",2985.61388748029
"2739",6302.94549050159
"2740",12418.6216554369
"2741",4808.55061080505
"2742",3560.55048206402
"2743",2629.80307611369
"2744",3489.43092934624
"2745",6328.97201941145
"2746",5880.3956667569
"2747",6284.46222355869
"2748",6323.40007793525
"2749",4202.03145019192
"2750",7227.26027174864
"2751",8359.32419716852
"2752",4605.44602900138
"2753",7890.95002989803
"2754",2438.43640343775
"2755",5705.21333188127
"2756",8502.90326467325
"2757",7625.0332133405
"2758",2715.36152470269
"2759",2868.75708754599
"2760",5007.37848842243
"2761",5107.98716841533
"2762",3147.03555236547
"2763",3581.01741929213
"2764",4970.60133986623
"2765",6696.41759764525
"2766",3438.62602706079
"2767",4298.30987360212
"2768",7337.29556375107
"2769",6587.17398299917
"2770",3465.05746389029
"2771",4580.73721555661
"2772",2082.31806754071
"2773",5576.05600012798
"2774",4093.94005476765
"2775",4881.3566171744
"2776",2670.64193483593
"2777",5079.53924627817
"2778",3468.51071899623
"2779",3741.17629322794
"2780",6521.57515058166
"2781",6502.11740717664
"2782",5833.63241404633
"2783",2435.41870566126
"2784",9088.83808202727
"2785",8976.84730365349
"2786",1554.23904604063
"2787",3052.46042572765
"2788",3596.62469579926
"2789",3812.84574277443
"2790",7716.87286940584
"2791",2905.75972586457
"2792",7241.53124293318
"2793",5906.54993864609
"2794",5925.9116469092
"2795",3134.71691379353
"2796",3148.86107690557
"2797",5940.32911028125
"2798",2643.59074395668
"2799",6317.43895377382
"2800",6788.01254418847
"2801",4560.63358082389
"2802",4563.51639453473
"2803",4073.21019619633
"2804",3790.30218405422
"2805",4992.10504342546
"2806",5425.56238656642
"2807",1674.06189125992
"2808",4540.74607446371
"2809",2959.04403568193
"2810",2926.02441458969
"2811",2676.35603373696
"2812",1989.2438778893
"2813",5908.67681284971
"2814",4140.67710619618
"2815",2002.43425921391
"2816",6220.97125131299
"2817",7208.71036395803
"2818",3685.77822267014
"2819",6416.47373971588
"2820",5001.11742215708
"2821",9131.76795456529
"2822",6970.35715910804
"2823",5284.83200916031
"2824",5746.63543959911
"2825",8062.96502279997
"2826",8980.51546627382
"2827",8337.14745481923
"2828",7577.33281130804
"2829",2365.68985064008
"2830",5855.14223905018
"2831",5234.89788482903
"2832",8191.1109968783
"2833",7265.65788248921
"2834",4572.72576547123
"2835",4646.34797891713
"2836",4308.76338053116
"2837",3592.41145594692
"2838",9275.8326986715
"2839",3048.87189709715
"2840",13726.2992597702
"2841",8360.64657791628
"2842",3046.76199487626
"2843",6093.78231302713
"2844",7034.45133844105
"2845",10573.705343338
"2846",5678.36116141634
"2847",6430.48726042354
"2848",3748.88327707403
"2849",6680.35292528826
"2850",6144.84666891198
"2851",3866.97038902354
"2852",2804.26935422653
"2853",1569.32552802557
"2854",4694.29051311011
"2855",12726.8874173829
"2856",8267.18643997738
"2857",6592.14913674479
"2858",4111.63180270937
"2859",5269.25000294688
"2860",5921.89243681432
"2861",4174.9902818558
"2862",6631.06460356235
"2863",6084.7335387381
"2864",2653.65597130579
"2865",4675.71023814724
"2866",1764.31599490403
"2867",4534.87961492501
"2868",3145.0998897198
"2869",5576.44187903986
"2870",4383.15558149695
"2871",2686.79539093742
"2872",3070.10788364901
"2873",7527.41448725166
"2874",2668.86529544892
"2875",9003.83646383591
"2876",8467.92587491596
"2877",4944.75523702963
"2878",3072.86673372646
"2879",5314.75588591507
"2880",4383.17836556042
"2881",2950.02386828704
"2882",7363.97524247499
"2883",5734.62849394296
"2884",2669.42609320913
"2885",5926.57164276898
"2886",5478.7273031855
"2887",9075.02583431854
"2888",5596.04782292794
"2889",5829.92056271731
"2890",5477.45292133774
"2891",3026.40239316958
"2892",3553.55799094087
"2893",1173.87359355536
"2894",1656.32926799502
"2895",7551.6747206421
"2896",7563.66237351939
"2897",2189.42645651073
"2898",4852.09792125592
"2899",3752.15841257386
"2900",6329.53409910342
"2901",5797.87778633204
"2902",4617.95758287609
"2903",1641.34607916349
"2904",10827.9602859522
"2905",6754.49531093799
"2906",4484.96209983632
"2907",3993.35885125573
"2908",3920.1715087319
"2909",11669.7426985633
"2910",6700.34266472136
"2911",5092.18005770876
"2912",5898.16433009278
"2913",3055.12494602159
"2914",7499.18425749033
"2915",3974.33796023793
"2916",6631.1910488159
"2917",5238.27182609134
"2918",5551.17885689001
"2919",4538.80016381189
"2920",8301.47574573348
"2921",9896.24161562062
"2922",6815.39590816392
"2923",5621.8279314934
"2924",3117.80268657702
"2925",4551.11482476548
"2926",7826.18307811383
"2927",9789.39024287398
"2928",4506.51774149033
"2929",7874.22106518259
"2930",10003.1584679909
"2931",7063.21890642156
"2932",3649.17479031242
"2933",7398.28575904423
"2934",7766.86855020543
"2935",4940.36113510077
"2936",4009.55863440112
"2937",3805.35536018602
"2938",4859.92227329995
"2939",5504.24141792516
"2940",4557.94412447442
"2941",2898.30219434586
"2942",5900.00557491294
"2943",7821.39616224531
"2944",5305.1879025707
"2945",6295.95748147619
"2946",3237.4846664893
"2947",2225.85240736563
"2948",2992.16692910623
"2949",9018.04395074164
"2950",3980.28672414547
"2951",2497.59645926859
"2952",3528.94058177184
"2953",4547.38748223463
"2954",4499.66138666682
"2955",10986.4443079593
"2956",5247.99397280224
"2957",4399.85376166907
"2958",943.694433005701
"2959",5603.27492304472
"2960",4923.44821588963
"2961",5568.7710487633
"2962",5842.56258269015
"2963",2500.16260545043
"2964",3611.57244289567
"2965",3085.97801476903
"2966",10127.3686406244
"2967",3279.82549635333
"2968",5387.80709952989
"2969",6242.46543647052
"2970",2221.33982816199
"2971",3332.67490851419
"2972",6358.11492027331
"2973",3661.41476659523
"2974",4233.94379091554
"2975",4007.79316180415
"2976",5278.04469798424
"2977",5691.52164957637
"2978",5654.70476789947
"2979",2786.53006692411
"2980",4498.45346835302
"2981",6755.72810907633
"2982",2439.49355597148
"2983",6469.47707695811
"2984",2961.21518070006
"2985",1725.61824240518
"2986",8112.47070663894
"2987",7480.03835767531
"2988",4003.81091241329
"2989",4738.05256256956
"2990",6111.5294341449
"2991",6201.69886494597
"2992",5033.04112597118
"2993",5821.55919750541
"2994",3104.12949698727
"2995",7690.38062224194
"2996",1310.6282882549
"2997",4052.90195675357
"2998",2474.13512654928
"2999",3727.80264931702
"3000",7114.08201790071
"3001",3792.39964349009
"3002",3872.99064894754
"3003",2682.78423444898
"3004",4789.82012542512
"3005",3909.14119309396
"3006",4059.07771751448
"3007",4744.17834658234
"3008",3634.1660513879
"3009",6797.22461563785
"3010",5413.14005037677
"3011",6311.73948123003
"3012",8439.3068050915
"3013",7059.11971818993
"3014",4955.22459821624
"3015",10913.9577474259
"3016",6512.54013013677
"3017",4179.02712414175
"3018",8023.65746999136
"3019",3689.92948159121
"3020",8917.42752882873
"3021",9846.7062094151
"3022",3875.68647585768
"3023",3387.58795264218
"3024",5762.80682147166
"3025",9355.76017165731
"3026",2912.81101362407
"3027",6731.3487946688
"3028",4018.04003678611
"3029",5817.43367152481
"3030",4419.10929071828
"3031",5741.51271246764
"3032",4015.47254725068
"3033",7542.38888454682
"3034",3686.22869747435
"3035",9965.51052686415
"3036",5689.95630650216
"3037",6351.92991459178
"3038",8970.40460878419
"3039",5518.76541463472
"3040",3223.49462240806
"3041",5459.68774448271
"3042",10340.3974516249
"3043",7845.00860102609
"3044",4762.43612382241
"3045",5842.20614583464
"3046",5508.23186137312
"3047",7567.19171289861
"3048",7272.38937759929
"3049",5374.54171051242
"3050",2773.68541908078
"3051",6249.64899510588
"3052",6555.20896570582
"3053",2984.59586063254
"3054",8554.97778590472
"3055",7866.54142630298
"3056",4394.97602064681
"3057",4303.75956661004
"3058",4246.53632544738
"3059",6087.12367569353
"3060",4825.62012648187
"3061",9252.29172456224
"3062",1944.44275733642
"3063",8744.95664569392
"3064",2892.55036371585
"3065",11365.5513005172
"3066",6048.69455778919
"3067",2160.31817343336
"3068",4417.11699756741
"3069",3257.01867718954
"3070",4013.30562632059
"3071",3052.68727256858
"3072",5352.60290449421
"3073",6985.97077114007
"3074",4185.10199020355
"3075",5836.62938465981
"3076",5011.30490441073
"3077",4255.1583469183
"3078",5080.37842416059
"3079",2674.87483501784
"3080",3925.06932184228
"3081",8774.71434882644
"3082",5175.29998356849
"3083",4906.92919917859
"3084",2655.88904357288
"3085",5605.93162611563
"3086",7292.88677261461
"3087",2376.08378403139
"3088",2203.47428000008
"3089",3062.28212479147
"3090",2649.27265076694
"3091",2997.14028986287
"3092",3340.23776524002
"3093",3545.02977736242
"3094",7002.99773994274
"3095",7077.21882151085
"3096",8334.05784185155
"3097",2775.46988904889
"3098",5873.83111986972
"3099",7991.03764764505
"3100",1810.93451065698
"3101",7567.42359222827
"3102",11233.9023681774
"3103",3601.75911447825
"3104",3256.1159280003
"3105",3323.57905213721
"3106",9170.40858824248
"3107",6132.87522557343
"3108",3830.31037032144
"3109",6500.42292341648
"3110",4868.5905916937
"3111",4081.74786033446
"3112",4181.31824000576
"3113",6294.18330871937
"3114",4404.31722014997
"3115",4584.65643569489
"3116",2817.07659026911
"3117",3829.45983779914
"3118",6977.49955128197
"3119",5302.55383322487
"3120",4679.04952499887
"3121",2472.81450107862
"3122",7147.49198517395
"3123",3237.65861620003
"3124",7445.76696270308
"3125",7883.29263697565
"3126",4267.73975329078
"3127",11537.7691230407
"3128",3443.94288398256
"3129",8739.1588921239
"3130",9714.83853826579
"3131",9648.09478644986
"3132",2254.7062250016
"3133",7097.99727538705
"3134",3827.09225528553
"3135",6547.79757521074
"3136",5010.27217292361
"3137",10558.9099206013
"3138",3666.22253061057
"3139",8169.00635684514
"3140",12121.2687620429
"3141",4545.62025266484
"3142",4909.71018489217
"3143",5245.94115460938
"3144",6076.62890063901
"3145",10366.320588321
"3146",8840.20143095829
"3147",4690.2989597359
"3148",6318.47707067255
"3149",3987.36377973901
"3150",5186.01541091118
"3151",4777.3541901728
"3152",6976.32093344268
"3153",2089.22874846234
"3154",5365.7844097077
"3155",1868.5517678617
"3156",3890.90116742713
"3157",10273.4282526156
"3158",8134.65452654543
"3159",4786.97070293571
"3160",4174.14623266296
"3161",3765.26304861467
"3162",6966.01107509265
"3163",6348.44122160971
"3164",8306.15669982124
"3165",2361.79740710265
"3166",4885.93560216593
"3167",5272.69095330377
"3168",7032.21861391002
"3169",5466.78240645293
"3170",5478.26707348716
"3171",3155.41614226799
"3172",3183.22644897731
"3173",5374.13737631461
"3174",5667.54956648836
"3175",5357.65290082491
"3176",2325.60504342691
"3177",3242.11086197628
"3178",8146.52567905525
"3179",3630.61082325451
"3180",2240.31459239707
"3181",3722.56529436045
"3182",6904.43180917512
"3183",2462.33991161099
"3184",3600.56843861926
"3185",6648.82959146204
"3186",3457.7388983125
"3187",3897.97561356443
"3188",2476.33608949895
"3189",9533.21433383762
"3190",1649.0321080946
"3191",6295.5595085902
"3192",1933.40933352528
"3193",8408.71560732281
"3194",7974.37508105737
"3195",13751.485091587
"3196",7333.31789020624
"3197",3825.4724153261
"3198",6273.70924190443
"3199",5545.86408639554
"3200",4068.28745676466
"3201",3618.44069448847
"3202",5284.12384703301
"3203",2690.43373759196
"3204",5721.5556677999
"3205",2531.4211808808
"3206",5859.89116858039
"3207",5076.54561095813
"3208",4064.46048770868
"3209",4158.23804750567
"3210",3876.99340859329
"3211",6017.932375748
"3212",5101.28744181548
"3213",6183.5614939204
"3214",3520.85085496388
"3215",7272.0669925845
"3216",7695.37941420876
"3217",4376.6598037685
"3218",3562.53670124145
"3219",4203.93223389471
"3220",2436.57705439912
"3221",6562.24104884354
"3222",6376.08772798261
"3223",5319.91863396723
"3224",3920.08373296616
"3225",6594.00362234859
"3226",2989.94806889596
"3227",2794.02775780414
"3228",4449.31942543876
"3229",5579.99690550426
"3230",7188.72389978712
"3231",6866.23981967726
"3232",4128.90285498399
"3233",4264.22074466274
"3234",7618.63013686013
"3235",9423.0247941867
"3236",2270.31930810143
"3237",8653.29578501725
"3238",5166.45241468801
"3239",3202.60202624643
"3240",5654.52426478267
"3241",7521.74245561624
"3242",3563.64310832263
"3243",3250.33298084873
"3244",3256.00961760245
"3245",5713.12888536521
"3246",2661.69974620547
"3247",7166.15484279912
"3248",4192.6643040388
"3249",4807.39589673124
"3250",6373.11678243091
"3251",3976.68236657919
"3252",11472.663086965
"3253",3627.39383187826
"3254",3108.0971544254
"3255",5836.03452048631
"3256",5873.04225104034
"3257",5512.10095900082
"3258",5636.13733262202
"3259",5180.09879919636
"3260",4623.92292497098
"3261",4235.20038983959
"3262",1922.82056960883
"3263",3343.4759255508
"3264",7709.18957353185
"3265",6287.87081580446
"3266",5961.11256711773
"3267",11507.3428352684
"3268",4950.77131999645
"3269",6327.6283311689
"3270",5452.46181457775
"3271",4086.82121212443
"3272",6136.9365474183
"3273",5842.31656385161
"3274",5864.23978479672
"3275",4643.45665484667
"3276",9251.61828035524
"3277",3292.07679036714
"3278",2997.09053678147
"3279",3200.34915632382
"3280",2890.03099831031
"3281",4356.17649551015
"3282",6359.88244658889
"3283",7495.20093415823
"3284",4824.1979243299
"3285",4203.49706842174
"3286",8043.86315419286
"3287",9213.4058661508
"3288",4433.47248948127
"3289",5604.42324142187
"3290",6822.44307788945
"3291",4797.98326746136
"3292",4191.27696187783
"3293",5428.58182322391
"3294",2637.43328457384
"3295",1183.0473098614
"3296",3897.13169681677
"3297",14729.6701462029
"3298",6019.96323792776
"3299",5044.49038623943
"3300",5207.70502083644
"3301",3626.6457318383
"3302",2959.38967715012
"3303",2640.09793082194
"3304",2078.97173886764
"3305",6788.69296804973
"3306",4354.23427277728
"3307",8063.59407946153
"3308",4338.46911272535
"3309",5601.62996250851
"3310",2186.82438592421
"3311",3016.0385920931
"3312",2349.16163024714
"3313",4415.70090215607
"3314",3490.41369162191
"3315",7684.6595052483
"3316",5532.11441903637
"3317",4238.92279912182
"3318",4099.83824401087
"3319",7481.09606248466
"3320",4140.88537139847
"3321",8829.43774595903
"3322",4739.80001214339
"3323",6456.98030008288
"3324",4702.99241102795
"3325",5998.4410390298
"3326",2330.54893141019
"3327",8107.78691038903
"3328",5123.90574572165
"3329",4846.0866000664
"3330",5435.53163845756
"3331",7111.71834021184
"3332",10059.5064813019
"3333",1675.9281282482
"3334",4140.4415727054
"3335",5365.21806108073
"3336",5941.58103579807
"3337",7479.11358220456
"3338",2288.61590072227
"3339",4664.01126569894
"3340",4843.54878805001
"3341",4395.46250651981
"3342",2286.71708979883
"3343",6195.36707811547
"3344",3637.68996973499
"3345",4456.47570265317
"3346",2519.83618756459
"3347",4835.35304551362
"3348",1980.13406873547
"3349",4380.15003644174
"3350",9514.9001911399
"3351",6463.28522180003
"3352",3376.76711676217
"3353",2060.71183534147
"3354",7666.08827644837
"3355",3772.1707048713
"3356",9328.99175681354
"3357",4053.4407362279
"3358",5457.3184251762
"3359",4934.9997098528
"3360",3705.62794209149
"3361",6843.83609931503
"3362",7036.8913093289
"3363",9409.01918487588
"3364",1391.85792297742
"3365",1178.57748139527
"3366",3862.18864748883
"3367",8077.15318825492
"3368",10054.8945795515
"3369",3667.36501296074
"3370",4111.61121748743
"3371",2040.19455228886
"3372",3549.14845837682
"3373",4039.08935784188
"3374",10239.7559108076
"3375",2728.11042834132
"3376",4397.17561842629
"3377",4782.7180658977
"3378",5830.56640019862
"3379",4537.30310463242
"3380",3539.9565241923
"3381",5477.54702082893
"3382",5862.43575758237
"3383",5086.42013627343
"3384",4773.01420557883
"3385",4382.55390928703
"3386",1402.56658135145
"3387",6808.57883658272
"3388",3460.87798708084
"3389",4119.19224958838
"3390",4083.40175715642
"3391",5879.11838700366
"3392",5043.03451738943
"3393",3803.8269440463
"3394",7011.63122146786
"3395",4407.90518515394
"3396",4507.03115858533
"3397",5564.35455469385
"3398",4339.73130258737
"3399",2313.15433449176
"3400",8914.0280586115
"3401",3215.30187823548
"3402",14134.5151785306
"3403",2964.80770408706
"3404",3648.4730504519
"3405",2392.10327694722
"3406",5589.0450404677
"3407",8287.91581804905
"3408",3495.44107443379
"3409",5906.69655007182
"3410",6486.22810597531
"3411",11047.3529720199
"3412",5537.53862126573
"3413",7484.19438706036
"3414",4050.29591643898
"3415",1180.18743579532
"3416",7410.25782237382
"3417",5570.22920050204
"3418",3304.43143438891
"3419",5269.54004311142
"3420",6256.3195976803
"3421",7549.51967135322
"3422",7806.58130338596
"3423",5009.2617621625
"3424",11483.9219470366
"3425",4289.34100741666
"3426",3397.99292064633
"3427",6443.4094721622
"3428",2863.87651891774
"3429",5094.76059899345
"3430",6086.46062149736
"3431",3693.93969310907
"3432",6708.03778837249
"3433",2941.13735381863
"3434",8494.28133388946
"3435",3159.74344441365
"3436",2260.72593944223
"3437",2306.01380392187
"3438",4661.02328581002
"3439",3439.02800950879
"3440",6783.71380402014
"3441",2430.32355293754
"3442",4178.44980548479
"3443",5153.19302514923
"3444",13259.1776334426
"3445",8373.0472396345
"3446",4748.00208956597
"3447",5605.43870281812
"3448",3907.1438636512
"3449",1097.66541406664
"3450",3426.65985472745
"3451",2651.8925305297
"3452",9505.51326230017
"3453",2814.44590077712
"3454",4858.3832197364
"3455",1779.40432036482
"3456",9123.93297017046
"3457",4427.35354573635
"3458",4950.42842419125
"3459",3777.88341016567
"3460",5880.25719166128
"3461",7441.14128414466
"3462",5582.26204255427
"3463",4827.187672631
"3464",4134.37604909641
"3465",4514.98565564642
"3466",5911.91856354388
"3467",4422.09694972209
"3468",9398.39256425144
"3469",6250.00545433443
"3470",2868.54347331473
"3471",5935.25502911932
"3472",9825.73078913905
"3473",3884.30281760031
"3474",4644.43872702471
"3475",7092.90302925243
"3476",9499.03534578485
"3477",10885.4352332658
"3478",6036.13212997786
"3479",4557.08305248519
"3480",8070.16604076291
"3481",3738.77063287923
"3482",3855.14788401639
"3483",3364.7004438357
"3484",5636.11181455315
"3485",3397.57700825145
"3486",6360.30990417593
"3487",7655.81608496327
"3488",4261.17934269371
"3489",11923.7570269289
"3490",5374.18295743095
"3491",2073.94238365733
"3492",7207.74369496532
"3493",7136.92822208512
"3494",7972.15954776527
"3495",6187.08716676972
"3496",6676.62023747439
"3497",6064.11746793083
"3498",6687.91621153231
"3499",2479.62012935011
"3500",9712.24282296584
"3501",3524.66363677708
"3502",3216.80348735128
"3503",4853.83200648532
"3504",7120.77189746778
"3505",2427.94931467116
"3506",3589.81428219011
"3507",5361.29017003888
"3508",6234.7200994569
"3509",4525.04239568289
"3510",4413.91597818577
"3511",5491.03014457441
"3512",6249.34375433193
"3513",7480.61285123287
"3514",3880.84313161753
"3515",6307.67409324337
"3516",9534.09167290013
"3517",4639.21091945394
"3518",5230.4224637748
"3519",6286.24545757717
"3520",3065.10172042163
"3521",6150.08168661891
"3522",4391.66866033652
"3523",6538.79938834812
"3524",7469.89688921947
"3525",5778.93492513476
"3526",9315.26883416588
"3527",7376.51716152136
"3528",7454.07482348103
"3529",9779.06460101792
"3530",10966.6224123929
"3531",5739.69137334614
"3532",8714.49970620603
"3533",7724.39149171824
"3534",3317.39526469063
